Id,DevCategory,Taker,SendDate,Area,Region,Agency,ExamineDate,CommitteeDate,ExamineStatus,Status,DocType,DevUnit,Notes,Unit,Size
0971613A,,何文淵,0971030,0,嘉義縣,交通部觀光局,0971126,0971229,審核修正通過,辦理結案,差異分析報告,交通部觀光局阿里山國家風景區管理處,,,0
0971623A,,鄭惠文,0971027,,屏東縣,交通部,0971230,0980117,審核修正通過,辦理結案,差異分析報告,交通部鐵路改建工程局,,,
0971631A,新市區建設,張同婉,0971028,14.205281,臺中市,內政部營建署,1000719,1000729,有條件通過環境影響評估,辦理結案,說明書,丁費宗清,"本書件為修訂本;內政部101年5月17日區域計畫委員會第309次審查會議, 決議不同意開發.",公頃,14.205281
0971643A,醫療建設之開發,張瑞芸,0971029,0,桃園縣,行政院衛生署,0990126,0990406,審核修正通過,辦理結案,差異分析報告,長庚醫療財團法人桃園長庚紀念醫院,,,0
0971651A,蓄水工程之開發,何文淵,0971030,87,桃園縣,經濟部,0980715,0981030,有條件通過環境影響評估,辦理結案,說明書,經濟部水利署水利規劃試驗所,,立方公尺,6900000
0971664A,,石秉鑫,0970609,0,臺中市,經濟部,0970623,0970804,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,,,0
0971674A,,石秉鑫,0970609,0,臺中市,經濟部,0970623,0970804,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,,,0
0971714A,,張盈瑄,0971027,0,臺灣地區,交通部,0971117,0971229,審核修正通過,辦理結案,變更內容對照表,交通部公路總局第四區養護工程處,,,0
0971723A,,何文淵,0971106,0,臺灣地區,經濟部,0980427,0980624,審查中,補正後再審,差異分析報告,經濟部水利署南區水資源局,本書件為修訂本；退回專案小組再審(開發單位申請暫緩審查）,,0
0971733A,,何文淵,,,新竹縣,交通部觀光局,0971002,0971110,審核修正通過,辦理結案,差異分析報告,承恩建設股份有限公司,,,
0971743A,,張同婉,0970528,0,桃園縣,內政部營建署,0971105,0980117,審核修正通過,辦理結案,差異分析報告,老坑社區,,,0
0971754A,,石秉鑫,0971017,0,南投縣,經濟部,0971127,0971229,審核修正通過,辦理結案,變更內容對照表,台灣電力股份有限公司,,,0
0971764A,,陳妙玲,,,臺南縣,內政部營建署,0971117,0971229,不同意變更,預備提會,變更內容對照表,鄭憲宗,本書件為初稿本,,
0971774A,,陳妙玲,0971031,0,桃園縣,內政部營建署,0971117,-,其他,辦理結案,變更內容對照表,陳香秀,本書件為初稿本,,0
0971784A,,陳妙玲,0971107,0,高雄市,經濟部,0971117,0971229,審核修正通過,辦理結案,變更內容對照表,台灣電力公司,,,0
0971794A,,邱景昆,0971003,0,高雄市,教育部,0980403,0980729,審核修正通過,辦理結案,變更內容對照表,高雄市私立樹德高級家事商業職業學校私立樹德技術學院籌備處,本書件為定稿本,,0
0971804A,,張盈瑄,0970729,0,新北市,交通部,0970819,0970827,審核修正通過,辦理結案,變更內容對照表,交通部基隆港務局,本書件為定稿本,,0
0971814A,,張瑞芸,,0,嘉義縣,經濟部工業局,0960910,0961022,審核修正通過,辦理結案,變更內容對照表,嘉義縣政府,,,0
0971824A,,張盈瑄,0971112,0,桃園縣,經濟部工業局,0980114,0980309,審核修正通過,辦理結案,變更內容對照表,星華鐘錶工業股份有限公司,,,0
0971833A,,鄭惠文,0971113,,臺灣地區,交通部,0980608,0980713,審核修正通過,辦理結案,差異分析報告,交通部臺灣區國道高速公路局,,,
0971841A,道路之開發,張同婉,0971021,0,臺中市,交通部,1020417,1020619,通過環境影響評估審查,辦理結案,說明書,交通部臺灣區國道新建工程局,"本案原名稱為""國道4號臺中環線豐原大坑段工程環境影響說明書""",公里,13.3
0971853A,,何文淵,,,雲林縣,經濟部,0971228,0971229,審核修正通過,辦理結案,差異分析報告,經濟部水利署中區水資源局,,,
0971864A,,邱景昆,0970508,0,臺灣本島,經濟部,0970603,-,審核修正通過,辦理結案,變更內容對照表,中興工程顧問股份有限公司,本書件為定稿本,,0
0971874A,,邱景昆,0970508,0,桃園縣,經濟部能源局,0980113,0980624,審核修正通過,辦理結案,變更內容對照表,桃威風力發電股份有限公司、觀威風力發電股份有限公司,查無補充資料,,0
0971884A,,邱景昆,0970804,0,臺南縣,教育部,0970901,-,審核修正通過,辦理結案,變更內容對照表,國立台南大學,本書件為定稿本,,0
0971893A,工廠之設立,張瑞芸,0971118,,桃園縣,經濟部,0971212,0980309,審核修正通過,辦理結案,差異分析報告,東源物流事業股份有限公司,,,
0971903A,,張同婉,0971125,0,新北市,交通部,0981207,0990310,審核修正通過,辦理結案,差異分析報告,交通部基隆港務局,,,0
0971941A,核能及其他能源之開發,張瑞芸,0971114,0,臺中縣,經濟部能源局,0980512,0980729,有條件通過環境影響評估,辦理結案,說明書,中威風力發電股份有限公司,,瓩,39000
0971953A,,何文淵,0971202,,高雄市,經濟部工業局,0971219,0980420,審核修正通過,辦理結案,差異分析報告,高雄縣政府,,,
0971968A,園區之開發,張瑞芸,,0,臺中縣,行政院國家科學委員會,0980223,-,其他,辦理結案,其他,行政院國家科學委員會中部科學工業園區管理局,,,0
0971973A,,溫育勇,0971209,0,宜蘭縣,經濟部礦務局,1020813,1030108,審核修正通過,辦理結案,差異分析報告,賴秀雲,,,0
0971984A,,石秉鑫,0971119,0,花蓮縣,交通部觀光局,0980918,0981030,審核修正通過,審查中,變更內容對照表,交通部觀光局花東縱谷國家風景區管理處,,,0
0971994A,,石秉鑫,0971120,0,高雄市,交通部,0980121,0980309,審核修正通過,辦理結案,變更內容對照表,高雄捷運股份有限公司,,,0
0972001A,觀光(休閒)飯店、旅(賓)館,何文淵,0971212,9.4,屏東縣,交通部觀光局,0980428,0980624,有條件通過環境影響評估,辦理結案,說明書,花季休閒事業股份有限公司,,公頃,9.4
0972018A,園區之開發,張瑞芸,,0,臺中縣,行政院國家科學委員會,0980223,0991201,審核修正通過,辦理結案,其他,行政院國家科學委員會中部科學工業園區管理局,,,0
0972023A,,張同婉,,,臺灣地區,經濟部,0970620,0971008,審核修正通過,辦理結案,差異分析報告,臺灣中油股份有限公司,,,
0972033A,,溫育勇,0971209,,臺灣地區,交通部,0980311,0980624,審核修正通過,辦理結案,差異分析報告,交通部公路總局,,,
0972043A,,張同婉,0971112,0,新北市,經濟部水利署台北水源特定區管理局,0980701,0980826,審核修正通過,預備提會,差異分析報告,永柏企業股份有限公司,,,0
0972054A,,張盈瑄,0970724,0,臺灣地區,內政部,0970807,0971110,審核修正通過,辦理結案,變更內容對照表,內政部消防署,,,0
0972064A,,邱景昆,0971228,0,桃園縣,經濟部能源局,0980407,-,審核修正通過,辦理結案,變更內容對照表,桃威風力發電股份有限公司、觀威風力發電股份有限公司,本書件為定稿本,,0
0972074A,,邱景昆,0971203,0,臺灣地區,經濟部,0980112,0980420,審核修正通過,辦理結案,變更內容對照表,台灣中油股份有限公司煉製事業部,本書件為定稿本,,0
0972084A,,石秉鑫,,,新北市,教育部、臺北縣政府教育局、經濟部水利署臺北水源特定區管理局,0980203,0980309,審核修正通過,辦理結案,變更內容對照表,財團法人台北縣私立康橋國民中小學,,,
0972094A,,石秉鑫,,0,高雄市,,0980121,0980309,審查中,辦理結案,變更內容對照表,行政院國科會,本書件為定稿本,,0
0972104A,,邱景昆,0971215,0,臺灣地區,交通部,0980112,-,審核修正通過,辦理結案,變更內容對照表,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,本案件為定稿本,,0
0972114A,,邱景昆,0971229,0,新竹縣,教育部,0980416,0980513,審核修正通過,辦理結案,變更內容對照表,中國科技大學,本書件為定稿本,,0
0972124A,,邱景昆,0980114,0,新北市,交通部,0980224,0980420,審核修正通過,辦理結案,變更內容對照表,台北市政府捷運工程局,本書件為定稿本,,0
0972133A,,溫育勇,0971224,,臺南縣,內政部營建署,0980615,0980729,審核修正通過,辦理結案,差異分析報告,鄭憲宗,,,
0972143A,,溫育勇,0971231,0,新竹市,教育部,0990420,0990614,審核修正通過,辦理結案,差異分析報告,元培科技大學,,,0
0972151A,觀光(休閒)飯店、旅(賓)館,溫育勇,0971231,9.0158,臺東縣,交通部觀光局,0990419,0990726,有條件通過環境影響評估,辦理結案,說明書,柏菲特企業有限公司,,公頃,9.0158
0972164A,,何文淵,0980112,0,臺灣本島,交通部,0971226,0971229,審核修正通過,辦理結案,變更內容對照表,台灣高速鐵路股份有限公司,,,0
0972173A,,何文淵,0970610,0,新竹市,行政院國家科學委員會,0970903,0971229,審核修正通過,辦理結案,差異分析報告,力晶半導體股份有限公司,,,0
0972194A,,張盈瑄,0970729,0,新北市,交通部,0970819,0970827,審核修正通過,辦理結案,變更內容對照表,交通部基隆港務局,,,0
0972204A,,張盈瑄,0970212,0,桃園縣,行政院國家科學委員會,-,-,審核修正通過,辦理結案,變更內容對照表,科學工業園區管理局,,,0
0972214A,,張同婉,0970101,0,臺南市,經濟部工業局,-,-,審核修正通過,辦理結案,變更內容對照表,福隆尖端科技股份有限公司,因資料缺漏，故繳費日期僅供參考,,0
0980011X,高樓建築,李建緯,,0,高雄市,,-,0980514,有條件通過環境影響評估,辦理結案,說明書,利融建設股份有限公司,,,0
0980011W,高樓建築,王玲英,,0.8941,臺北市,臺北市建築管理處,-,-,有條件通過環境影響評估,辦理結案,說明書,華南商業銀行股份有限公司,,,0
0980011T,環境保護工程之興建,姜樹成,,32.22,臺中市,環保局,-,-,有條件通過環境影響評估,辦理結案,說明書,環保局,,公頃,32.22
0980011R,道路之開發,莊惠如,0970829,0,基隆市,基隆市政府工務處,-,0980717,有條件通過環境影響評估,辦理結案,說明書,基隆市政府,,公尺,2881
0980011O,遊樂區之開發,蔣炳釧,0980907,5.3328,臺東縣,台東縣政府城鄉發展處,-,-,有條件通過環境影響評估,辦理結案,說明書,創立生物科技股份有限公司,,公頃,5.3328
0980011N,殯儀館、骨灰(骸)存放設施,譚仲萍,,41,屏東縣,屏東縣政府民政處,0980923,-,有條件通過環境影響評估,辦理結案,說明書,屏東縣枋寮鄉公所,開發面積0.73公頃僅為火化場區域之面積,公頃,0.73
0980011M,觀光(休閒)飯店、旅(賓)館,,0951123,4.288411,高雄市,,0990507,-,有條件通過環境影響評估,辦理結案,說明書,六龜溫泉,,平方公尺,42884.11
0980011L,環境保護工程之興建,陳義昇,0980625,6.02,臺南市,臺南市政府,0980917,-,退件/撤銷,辦理結案,說明書,崴光環保股份有限公司,"1.98.9.17「崴光環保股份有限公司乙級廢棄物處理場環境影響說明書」第二次專案小組審查會議結論建議不開發,該公司於98.11.20申請撤回，本府於98.11.25同意所請。2.書件目錄為修正2版",公頃,6.02
0980011K,園區之開發,黃朝琴,0980430,9.74,嘉義縣,嘉義縣觀光旅遊局,0990323,-,有條件通過環境影響評估,辦理結案,說明書,松田崗休閒育樂股份有限公司環境影響說明書,,,9.74
0980011J,舊市區更新,,,15.9119,雲林縣,,0980212,-,有條件通過環境影響評估,,說明書,寶隆國際股份有限公司,,公頃,15.9119
0980011G,工廠變更用地作為非工廠開發使用,蘇君紋,0870908,6.3473,臺中縣,臺中縣政府建設處,0990413,0991011,有條件通過環境影響評估,辦理結案,說明書,中和紡織股份有限公司,,,6.3473
0980011E,新市區建設,李世偉,,8.6075,新竹縣,新竹縣政府工務局,-,0980525,有條件通過環境影響評估,辦理結案,說明書,富廣開發股份有限公司,說明書定稿本,公頃,8.6075
0980011D,工廠之設立,王宇萱,,0.2414,桃園縣,桃園縣政府工商發展處,-,0981225,有條件通過環境影響評估,辦理結案,說明書,成昇實業股份有限公司,98年12月通過,平方公尺,2414
0980011B,新市區建設,黃亭蓉,,0,新北市,,-,-,審查中,,說明書,冠德建設股份有限公司,,,0
0980011A,工廠之設立,溫育勇,0980107,2.3,高雄市,經濟部,0980615,0980729,有條件通過環境影響評估,辦理結案,說明書,台灣中油股份有限公司,,公頃,2.3
0980013B,新市區建設,張秀慧,,0,新北市,,-,-,審核修正通過,,差異分析報告,裕隆汽車製造股份有限公司,,公頃,9.16
0980014S,,曾文慧,,0,新竹市,,0980108,0980522,審核修正通過,,變更內容對照表,新竹市政府,,,0
0980014P,,唐淑蓉,,0,花蓮縣,花蓮縣政府,-,-,審核修正通過,辦理結案,變更內容對照表,台灣水泥股份有限公司,定稿本,,0
0980014H,,李驊蓁,,0,彰化縣,彰化縣環境保護局,0990111,-,其他,辦理結案,變更內容對照表,彰化縣政府,,,0
0980014F,,曾聿穎,,0,苗栗縣,苗栗縣政府民政處,0981120,0981217,審核修正通過,辦理結案,變更內容對照表,苗栗佛陀山大金佛寺籌建委員會,,,0
0980014C,,薛富美,,0,宜蘭縣,,0980616,-,審核修正通過,辦理結案,變更內容對照表,東來欣股份有限公司,,,0
0980015Q,,劉一忠,,0,澎湖縣,,-,-,審核修正通過,辦理結案,環境現況差異分析及對策檢討報告,澎湖縣政府,,,0
0980021W,,簡祐靜,,,臺北市,,-,-,審查中,,說明書,合作金庫商業銀行,,,
0980021T,觀光(休閒)飯店、旅(賓)館,姜樹成,0980101,5.428656,臺中市,都發局,-,-,有條件通過環境影響評估,辦理結案,說明書,林汀燦,定稿本,公頃,5.428656
0980021S,新市區建設,曾文慧,,99.72151,新竹市,,0980922,0981208,有條件通過環境影響評估,辦理結案,說明書,新竹市北區金雅自辦農村社區土地重劃區重劃會,,平方公尺,99721.51
0980021R,新市區建設,莊惠如,0980114,3.6771,基隆市,基隆市政府都市發展處,-,0980213,審查中,補正後再審,說明書,基隆市橡園自辦市地重劃籌備會,,平方公尺,36771
0980021P,文教建設之開發,唐淑蓉,,6.695073,花蓮縣,花蓮縣政府,0990824,-,有條件通過環境影響評估,辦理結案,說明書,靜思精舍,定稿本,,0
0980021M,文教建設之開發,吳銘彬,,8.8978,高雄市,高雄市民政局,0990507,-,有條件通過環境影響評估,辦理結案,說明書,天ㄧ聖道院籌建委員會,,公頃,8.8978
0980021I,文教建設之開發,張秀靜,0980217,7.9676,南投縣,南投縣政府民政處,0981109,-,有條件通過環境影響評估,辦理結案,說明書,財團法人天帝教鐳力阿道場,,公頃,7.9676
0980021G,殯儀館、骨灰(骸)存放設施,蘇君紋,0980521,18.332156,臺中市,臺中縣政府民政處,0980925,0981229,有條件通過環境影響評估,辦理結案,說明書,臺中縣政府,,公頃,18.332156
0980021E,高樓建築,李政欣,0971125,0.4,新竹縣,新竹縣政府,0971216,0980320,有條件通過環境影響評估,辦理結案,說明書,德鑫建設股份有限公司,說明書定稿本,公頃,0.4
0980021D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,台灣省政府交通處,,,
0980023X,,李建緯,,0,高雄市,高雄市政府工務局,-,-,審核修正通過,辦理結案,差異分析報告,中欣開發股份有限公司,,,0
0980023N,,譚仲萍,,0,屏東縣,,-,-,審核修正通過,辦理結案,差異分析報告,映誠股份有限公司,,,0
0980023L,,陳義昇,0981119,0,臺南市,臺南市政府,0981216,0990602,審核修正通過,辦理結案,差異分析報告,臺南市政府農業局,,,0
0980023H,,李驊蓁,,0,彰化縣,彰化縣環境保護局,0981211,-,其他,辦理結案,差異分析報告,彰化縣政府,,,0
0980023A,,鄭惠文,0980113,0,新北市,內政部營建署,0990617,0990920,審核修正通過,辦理結案,差異分析報告,陳再成,,,0
0980024F,,曾聿穎,,0,苗栗縣,苗栗縣政府民政處,0981203,0981217,審核修正通過,辦理結案,變更內容對照表,淨願寺,,,0
0980031X,高樓建築,,,0,高雄市,高雄市政府工務局,-,0981210,有條件通過環境影響評估,,說明書,興富發建設股份有限公司,,,0
0980031W,高樓建築,吳俊達,0981102,3.12788,臺北市,臺北市建築管理處,-,0981120,有條件通過環境影響評估,辦理結案,說明書,南港輪胎股份有限公司,,,0
0980031S,新市區建設,曾文慧,,0.3183,新竹市,新竹市政府,0980402,0980522,有條件通過環境影響評估,辦理結案,說明書,佳鈜建設股份有限公司,,平方公尺,3183
0980031P,園區之開發,唐淑蓉,,26.7224,花蓮縣,花蓮縣文化局,-,-,有條件通過環境影響評估,辦理結案,說明書,花蓮縣文化局,定稿本,,0
0980031M,工廠之設立,吳銘彬,,82394,高雄市,,0990507,-,有條件通過環境影響評估,,說明書,泛喬股份有限公司、義大開發股份有限公司,,,0
0980031H,環境保護工程之興建,陳淑梅,0980515,2.135782,彰化縣,彰化縣環境保護局,0980826,-,有條件通過環境影響評估,辦理結案,說明書,榮寶企業股份有限公司,書件為99年2月定稿本,公頃,2.135782
0980031F,道路之開發,林健智,0980410,7.5877,苗栗縣,苗栗縣政府工務處,0981109,0981217,有條件通過環境影響評估,辦理結案,說明書,苗栗縣政府,,公頃,7.5877
0980031E,新市區建設,李世偉,,447.43,新竹縣,新竹縣政府,-,0980615,有條件通過環境影響評估,辦理結案,說明書,新竹縣政府,說明書定稿本,公頃,447.43
0980031D,高樓建築,周韋儒,0970502,1.2011,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,財團法人長庚紀念醫院/亞朔開發股份有限公司,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期表示。2.本案歷次審查會議紀錄詳見書件目錄A08、A11、A16。,公頃,1.2011
0980031B,公墓興建或擴建工程,孫技正,,2.8393,新北市,,-,-,有條件通過環境影響評估,,說明書,永吉企業股份有限公司,庚應為(火庚)一個字,平方公尺,12646.25
0980033R,,莊惠如,0881201,0,基隆市,基隆市政府都市發展處,-,0980114,審核修正通過,辦理結案,差異分析報告,僑馥建築經理股份有限公司,,,0
0980033L,,郭殷碩,0890317,0,臺南市,臺南市政府,0990421,0990602,審核修正通過,辦理結案,差異分析報告,臺南市六甲區公所,,,0
0980033G,,蘇君紋,0970729,0,臺中縣,臺中縣政府農業處,0981014,0981229,審核修正通過,辦理結案,差異分析報告,彼得潘休閒農場,,,0
0980033A,,張同婉,0980116,,桃園縣,內政部營建署,0980227,0980513,審核修正通過,辦理結案,差異分析報告,陳香秀,,,
0980034C,,薛富美,,0,宜蘭縣,宜蘭縣政府民政處,0981103,-,審核修正通過,辦理結案,變更內容對照表,宜蘭縣政府,,,0
0980035T,,姜樹成,,0,臺中市,,0970925,-,審核修正通過,辦理結案,環境現況差異分析及對策檢討報告,萬寶資產管理,,,0
0980041W,高樓建築,王玲英,,0.424,臺北市,臺北市建築管理處,-,-,有條件通過環境影響評估,辦理結案,說明書,岳泰建設股份有限公司,,公頃,0
0980041T,高樓建築,姜樹成,,0.20206,臺中市,都發局,0970814,0970925,有條件通過環境影響評估,辦理結案,說明書,國雄國際股份有限公司,定稿本,公頃,0.20206
0980041S,工廠之設立,李正怡,,0,新竹市,新竹市政府產業發展處,1010507,1010712,有條件通過環境影響評估,辦理結案,說明書,建中工程股份有限公司,,,0
0980041M,其他開發行為,吳銘彬,,79174,高雄市,,0990507,-,有條件通過環境影響評估,,說明書,大倉實業股份有限公司,,平方公尺,0
0980041H,公墓興建或擴建工程,陳淑梅,0981111,12.692316,彰化縣,彰化縣政府民政處,1000113,-,審查中,補正後再審,說明書,彰化縣田中鎮公所,,公頃,12.692316
0980041F,文教建設之開發,林芳津,0980401,4.4779,苗栗縣,苗栗縣政府民政處,0981012,0981217,有條件通過環境影響評估,辦理結案,說明書,財團法人台灣省苗栗縣中華基督徒祈禱院,,公頃,4.4779
0980041E,道路之開發,李政欣,0981102,6.6627,新竹縣,新竹縣政府,0981117,0981203,退件/撤銷,辦理結案,說明書,桃苗開發股份有限公司,說明書初稿,,1.2095
0980043X,,,,0,高雄市,高雄市政府教育局,-,0980626,審核修正通過,辦理結案,差異分析報告,高雄市政府教育局 漢威巨蛋開發股份有限公司,,,0
0980043D,,周韋儒,0980507,0,桃園縣,桃園縣政府,-,-,審核修正通過,辦理結案,差異分析報告,中森建設股份有限公司,1.本案係103年補傳資料，繳費日期以登記在案之第一次提案審查日期表示。2.本案通過審查之會議紀錄，詳見書件目錄A07。,,0
0980043A,,鄭惠文,0980120,,臺中縣,經濟部工業局,0980212,0980420,審核修正通過,辦理結案,差異分析報告,台灣肥料股份有限公司,,,
0980044P,,唐淑蓉,,0,花蓮縣,花蓮縣環境保護局,1001125,-,審核修正通過,辦理結案,變更內容對照表,花蓮縣秀林鄉公所,定稿本,,0
0980044L,,陳義昇,0971006,0,臺南市,臺南市政府,0971229,-,審核修正通過,辦理結案,變更內容對照表,財團法人台灣省臺南縣學甲慈濟宮,,,0
0980044B,新市區建設,張秀慧,,1.6233,新北市,,-,-,審核修正通過,,變更內容對照表,大陸工程股份有限公司,,公頃,0
0980051W,高樓建築,王玲英,,0.1601,臺北市,臺北市建築管理工程處,-,-,有條件通過環境影響評估,辦理結案,說明書,天強建設股份有限公司,,公尺,78
0980051T,高樓建築,姜樹成,,0.2465,臺中市,都發局,0980702,0981006,有條件通過環境影響評估,辦理結案,說明書,興富發建設股份有限公司,定稿本,平方公尺,2465
0980051M,文教建設之開發,吳銘彬,,192293,高雄市,,0990507,-,有條件通過環境影響評估,,說明書,開創規劃設計股份有限公司,,平方公尺,0
0980051L,文教建設之開發,郭殷碩,0970505,4.585,臺南市,台南市政府教育局,0971007,0971222,有條件通過環境影響評估,辦理結案,說明書,南瀛科學教育館,,公頃,4.585
0980051F,道路之開發,曾聿穎,0980219,0,苗栗縣,苗栗縣政府工務處,0980511,-,有條件通過環境影響評估,辦理結案,說明書,苗栗縣政府,,公里,15.49
0980051D,工廠之設立,周韋儒,0980320,2.4154,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,精冶科技工業股份有限公司,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案通過審查會議紀錄詳見書件目錄C00。,公頃,2.4154
0980053R,,莊惠如,0980311,0,基隆市,基隆市政府都市發展處,-,0980521,審核修正通過,辦理結案,差異分析報告,創美建設股份有限公司,,,0
0980054X,,王美樺,,0,高雄市,高雄市經發局,-,0981210,審核修正通過,辦理結案,變更內容對照表,中國鋼鐵股份有限公司,,,0
0980054H,,陳淑梅,,0,彰化縣,,0980603,-,審核修正通過,辦理結案,變更內容對照表,華泰開發有限公司,經地籍重測，變更地籍資料。,,0
0980054E,,李世偉,,0,新竹縣,新竹縣政府,-,0980714,審核修正通過,辦理結案,變更內容對照表,雪霸休閒農場,,,0
0980054B,新市區建設,,,0.8386,新北市,,-,-,審核修正通過,,變更內容對照表,山圓建設股份有限公司,定稿本,公頃,0
0980054A,,石秉鑫,0970703,0,高雄市,經濟部,0970721,0970804,審核修正通過,辦理結案,變更內容對照表,台灣自來水公司第七區管理處,,,0
0980061W,高樓建築,王玲英,,0,臺北市,臺北市建築管理處,-,-,有條件通過環境影響評估,,說明書,潤泰百益股份有限公司,,,0
0980061T,高樓建築,姜樹成,,0.376441,臺中市,都發局,0980423,0980724,有條件通過環境影響評估,辦理結案,說明書,國泰建設股份有限公司,定稿本,平方公尺,3764.41
0980061M,觀光(休閒)飯店、旅(賓)館,吳銘彬,,25585,高雄市,,0970902,-,有條件通過環境影響評估,,說明書,展立工程顧問股份有限公司,,平方公尺,0
0980061D,環境保護工程之興建,周韋儒,0980112,8.597015,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,桃園縣政府,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案通過審查會議紀錄詳見書件目錄A20。,公頃,8.597015
0980063X,,,,0,高雄市,,-,0981210,審核修正通過,辦理結案,差異分析報告,綠山林開發事業股份有限公司,,,0
0980063R,,莊惠如,0830124,0,基隆市,基隆市政府都市發展處,-,1000214,審核修正通過,辦理結案,差異分析報告,麗源建設股份有限公司,,,0
0980063E,,李世偉,,0,新竹縣,新竹縣政府,-,0980320,審核修正通過,辦理結案,差異分析報告,財團法人天恩彌勒佛院,環差定稿本,,0
0980063A,,何文淵,0980209,0,臺北市,交通部觀光局,0980609,0980624,審核修正通過,辦理結案,差異分析報告,美福企業股份有限公司,,,0
0980064L,,潘忠政,0980701,0,臺南市,臺南市政府,0980708,-,審核修正通過,辦理結案,變更內容對照表,臺南市政府,,,0
0980064F,,鄭伊婷,0980218,0,苗栗縣,苗栗縣政府工務處,0980323,0980820,審核修正通過,辦理結案,變更內容對照表,苗栗縣政府,,,0
0980064B,環境保護工程之興建,謝宏松,,0,新北市,,-,-,審核修正通過,,變更內容對照表,臺北縣政府環境保護局,定稿本,公頃,0
0980071W,高樓建築,王玲英,,0,臺北市,臺北市建築管理處,-,-,有條件通過環境影響評估,辦理結案,說明書,遠雄人壽保險事業股份有限公司,,,0
0980071T,其他開發行為,姜樹成,,5.841651,臺中市,,-,-,有條件通過環境影響評估,辦理結案,說明書,王玉蓮,,公頃,5.841651
0980071R,道路之開發,莊惠如,0980121,52,基隆市,基隆市政府工務處,-,1011016,審查中,補正後再審,說明書,基隆市政府,,公尺,2034.628
0980071M,文教建設之開發,吳銘彬,,3.989,高雄市,,0990507,-,有條件通過環境影響評估,,說明書,展立工程顧問股份有限公司,,平方公尺,0
0980071B,公墓興建或擴建工程,黃亭蓉,,21.0362,新北市,,-,-,審查中,,說明書,莊嚴生命事業股份有限公司,尚未審查 4/29,平方公尺,210362
0980074X,,,,0,高雄市,,-,0980909,審核修正通過,辦理結案,變更內容對照表,高雄市小港區漁會,,,0
0980074F,,林健智,0980701,0,苗栗縣,苗栗縣政府工商發展處,0980709,0980820,審核修正通過,辦理結案,變更內容對照表,寶源機械股份有限公司,,,0
0980074E,,李世偉,,0,新竹縣,新竹縣政府,-,0980817,審核修正通過,辦理結案,變更內容對照表,台灣省私立桃園仁愛之家,對照表定稿本,,0
0980074D,,周韋儒,,,桃園縣,,-,-,審查中,,變更內容對照表,大江國際股份有限公司,,,
0980074A,,黃建智,0980225,0,臺南市,,0980311,0980624,審核修正通過,辦理結案,變更內容對照表,國防部陸軍司令部工兵處,,,0
0980081W,高樓建築,林志芳,,0,臺北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,宏盛建設股份有限公司,,,0
0980081M,觀光(休閒)飯店、旅(賓)館,吳銘彬,,9.9,高雄市,,0990507,-,有條件通過環境影響評估,,說明書,寶來迎賓開發股份有限公司,,公頃,0
0980081B,文教建設之開發,謝宏松,,9.8,新北市,,-,-,審查中,,說明書,台&#63843;縣政府城鄉發展局,,公頃,0
0980083T,,姜樹成,,0,臺中市,臺中市政府都市發展局,-,-,審核修正通過,辦理結案,差異分析報告,聚合發建設股份有限公司,,,0
0980083A,,鄭惠文,0980219,0,嘉義縣,教育部、行政院衛生署及嘉義縣政府,0981104,0990127,審核修正通過,辦理結案,差異分析報告,財團法人長庚紀念醫院,,,0
0980084X,,,,0,高雄市,,-,0980626,審核修正通過,辦理結案,變更內容對照表,捷揚建設、隆大營造股份有限公司,,,0
0980084R,,莊惠如,,0,基隆市,基隆市政府民政處,-,0980521,審核修正通過,辦理結案,變更內容對照表,國統開發股份有限公司,,,0
0980084E,,李世偉,,0,新竹縣,新竹縣政府,-,0980817,其他,辦理結案,變更內容對照表,豐邑建設股份有限公司,行政程序,,0
0980084D,,周韋儒,0980817,0,桃園縣,桃園縣政府,-,-,審核修正通過,辦理結案,變更內容對照表,順倉股份有限公司,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,,0
0980091W,高樓建築,林志芳,,0,臺北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,潤泰旭展股份有限公司,,,0
0980091B,其他開發行為,黃亭蓉,,1.943295,新北市,,-,-,有條件通過環境影響評估,,說明書,遠東百貨股份有限公司,,公頃,0
0980093R,,莊惠如,0980519,0,基隆市,基隆市政府社會處,-,0980608,審核修正通過,辦理結案,差異分析報告,財團法人中華民國佛教慈濟慈善事業基金會,,,0
0980093D,,周韋儒,1030415,0,桃園縣,桃園縣政府,-,-,審核修正通過,辦理結案,差異分析報告,廖木清,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2..本案通過審查會議紀錄詳見書件目錄C00。,,0
